Title,Schedule,Description,Location,Phone,Email,Website
Holy Family Catholic Academy - Nursery,N/A,Our nursery is open term-time during school hours. The doors open at 8:45am for children to begin arriving and to allow parents time to speak to their child's key worker if necessary. The school Breakfast club is open to Nursery children at an additional cost…,"Wigan Street, Platt Bridge, WIGAN, LANCASHIRE, WN2 5JF, 01942 704148",N/A,N/A,N/A
Honey Bear Day Care,N/A,"Honey Bear Day Care is an established Day Nursery that has been based in the heart of Westleigh for over 20 years. We operate a baby room, nursery room, pre-school and a before and after school club. Alongside this we have introduced our holiday club to…","14, Nel Pan Lane, Westleigh, LEIGH, Lancashire, WN7 5JS, 01942 672258, 07452 955500",N/A,N/A,N/A
Hope School Early Years Unit,N/A,"Hope School’s foundation stage caters for children aged 2-5 in a fully inclusive unit, educating mainstream children alongside their peers with additional needs. Our Services include: Two-year-old provision: Open from 8:00am-4:00pm (government funded places available and paid sessions). Preschool: 3 and 4-year-olds (15 and 30 hour government…","Kelvin Grove, Winstanley, WIGAN, WN3 6SP, 01942 824150",N/A,N/A,N/A
Ince CE Primary - Nursery,N/A,"We have a school-based Nursery which runs as part of our Early Years Department. We have a purpose-built area which is bright and stimulating and full of exciting play-based learning resources. Our Nursery is staffed by a qualified, experienced, dedicated team. We have many play/green…","Charles Street, Ince, Wigan, Greater Manchester, WN2 2AL, 01942 704129",N/A,N/A,N/A
Jack in the Box Day Nursery (Wigan) Ltd,N/A,"All nappies are included in the price. All meals and snacks are also provided for children under 2. Children age 2 and over will need to provide a packed lunch, however, breakfast, snacks and tea will be provided, this is reflected in the price once…","81, Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 707195",N/A,N/A,N/A
Jacqueline Seddon,N/A,"Hi, my name is Jacky. I have been a registered childminder since 1991 and enjoy every aspect of the job. My main priority is the welfare and development of every child as an individual. I provide stimulating play, activities and outings daily, working with each…","Atherton, Manchester, M46, 01942 882473, 07773 881 603",N/A,N/A,N/A
Jennifer Taylor,N/A,"I live with my Husband, 15-year-old son and 10-year-old daughter. I aim to provide a clean, safe, caring environment in a relaxing family home. I provide a full range of resources from toys, books, paints, play dough etc. I have a fully contained outdoor play…","Lowton, Warrington, WA3, 01942 270178, 07899 695040",N/A,N/A,N/A
Joanne Lawrie,N/A,"I am a qualified Nursery Nurse and have worked with children for the past 20 years. I became a childminder after having my own daughter 11 years ago. I live with her and my husband opposite Ashfield Park where we go and play, have picnics…","Standish, Wigan, WN6, 01257 421 265, 07772 762421",N/A,N/A,N/A
Joanne Paxton,N/A,"I have 18 years experience of Childminding. I have a 5-year-old son and care for younger children. I have a playroom and large back garden with outdoor toys. In the school holidays, we go to parks, trampolining, swimming, cinema, local farms and indoor play areas. I…","Astley, MANCHESTER, M29, 01942 702850, 07852 910 635",N/A,N/A,N/A
Joanne Waywell,N/A,"I have over 17 years experience in childcare and been the manager of a Private Day Nursery for the last 8 years. It was a small, family run nursery where I have been lucky enough to still spend time with children and lead by example…","Hindley, Wigan, WN2, 07874 807591",N/A,N/A,N/A
John Charles Shone,N/A,This Childminder has not added any information to their page. Please contact them on the details below for more information.,"Tyldesley, Manchester, M29, 01942 886810",N/A,N/A,N/A
Judith Richardson,N/A,"I have been a registered Childminder since 2010 and I work alongside my husband, Ben. We live in a lovely smoke-free, pet-free home. We offer a very homely service and the children are extremely happy and comfortable with us. We have great relationships with our…","Hindley Green, Wigan, WN2, 07912 227520, 07912 227520",N/A,N/A,N/A
Julia Davies,N/A,I am based in Shevington and drop off and pick up from Millbrook primary school. I offer full and part-time places for children aged 0-5 as well as before and after-school care.  I work from 7:30am-5:30pm but am happy to discuss times outside of these…,"Shevington, Wigan, WN6, 07505664104",N/A,N/A,N/A
Julie Jackson,N/A,"Hi, my name is Julie and I live in the Bedford area of Leigh. I have 3 children, my 2 sons are 28 and 26, both working and living away from home and my 21-year-old daughter is studying languages at University in Korea. We have…","Leigh, Lancs, WN7, 07932 892547",N/A,N/A,N/A
Jumping Jacks Private Day Nursery,N/A,"We have been open since 1998. All of our are staff are qualified from Level 2 to Level 6. We are a purpose-built nursery designed to give children the best possible start preparing them for school and future life. We provide a homely, safe environment…","34, Ullswater Road, Golborne, WARRINGTON, WA3 3EY, 01942 513345",N/A,N/A,N/A
Justine Brown (Happy Hut Childcare),N/A,"Hello, my name is Justine and I am an Ofsted registered Childminder and mother of three. I have been fortunate to have worked as an early years practitioner for over 20 years, as a childminder and in both nursery and reception classrooms. Alongside my daughter…","Ashton-in-makerfield, Wigan, WN4, 07368297571",N/A,N/A,N/A
Katie Flanagan,N/A,"My name is Katie. I am a very positive, confident and hardworking mum of two lovely girls aged 9 and 13 and a wonderful 5-year-old boy. I am a very outgoing and active person. I am creative and my head is always full of ideas…","Hindley, Wigan, WN2, 07894 577421",N/A,N/A,N/A
Katie's Childminding Service,N/A,Lovely family home with large living area. Dining room leads out onto a decked area and canopy and then onto a large lawned garden. We go to a couple of groups a week and trips out into the community. I have lots of toys/activities available…,"Tyldesley, Manchester, M29, 07786 850674",N/A,N/A,N/A
Kelly Fitzsimmons,N/A,"I offer quality care for children from birth onwards in a warm, friendly home-from-home setting. My aim is to promote children's development through play and exploration whilst following the EYFS (Early Years Foundation Stage) framework. The children I care for settle quickly, are very happy…","Wigan Central, Wigan, WN1, 07492 486161",N/A,N/A,N/A
Kelly Pike,N/A,"My name is Kelly Pike, I live with my Husband and 2 children aged 10 and 8 years old, plus our little 1 year old cavapoo. I offer a secure, warm, loving and welcoming home-from-home environment for your children, dedicating the whole of the ground…","Tyldesley, Manchester, M29, 07895 253428",N/A,N/A,N/A
Kids Planet Day Nurseries Limited Leigh,N/A,"Kids Planet Leigh provides a stimulating, imaginative and loving environment for children from 0-4 year olds. The setting was established in 2021 and transformed from a sunbed shop into the wonderful nursery that it is today! At Kids Planet, we believe in a healthy approach…","126, Wigan Road, Leigh, WN7 5DR, 01942 606222",N/A,N/A,N/A
Kids Planet Worsley,N/A,"Kids Planet Worsley is a purpose-built nursery located on City Road and opened in 2019. The nursery benefits from large, spacious rooms and direct access to secure outdoor areas, with a separate roof-top garden. At Kids Planet, we believe in a healthy approach to bodies…","20a, City Road, Worsley, Manchester, M28 1BD, 0161 7033 777",N/A,N/A,N/A
Kim Anne Wilson,N/A,N/A,"Tyldesley, Manchester, M29, 01942 8944 95",N/A,N/A,N/A
Kirsty Aspinall,N/A,N/A,"Standish, Wigan, WN6",N/A,N/A,N/A
Lamberhead Green Headstart - Pre-School and Nursery,N/A,"Lamberhead Green Headstart Nursery is a warm and inviting nursery and preschool catering to children aged 2 to 4 years old. With a strong focus on creating a nurturing environment, we ensure that every child feels welcomed and valued from the moment they step through…","Kershaw Street, Pemberton, WIGAN, Lancashire, WN5 0AW, 01942 776002",N/A,N/A,N/A
Langtree Hall Children's Nursery,N/A,"Langtree Hall Nursery provides a safe and secure environment, promoting happy and contented children, and in our experience this promotes the knowledge and skills that children need to carry them through school. We are set in our own attractive grounds with ample car parking. Offering…","Langtree Lane, Standish, Wigan, WN6 0QQ, 01257 472586",N/A,N/A,N/A
Laura Ackers,N/A,Please contact me on the details below for more information. Funding/tax free childcare accepted.,"Wigan, Lancashire, WN6",N/A,N/A,N/A
Laura's Little Learners Childminding,N/A,"I am an Early Years Teacher with a BA Hons degree in Primary Teaching, located in Lowton, near to Lowton Junior and Infant school. I endeavour to find the best way to help each child; as with the right support, every child can progress at…","Lowton, Wigan, WA3",N/A,N/A,N/A
Lauren Williams-Sproat,N/A,N/A,"Marus Bridge, Wigan, WN3, 07577 890190",N/A,N/A,N/A
Leigh CE Nursery,N/A,"Leigh CE Nursery is based within Leigh CE Primary School in Leigh, situated in the heart of the community and has the benefit of being part of 'The Wings' CE Trust'. As a Nursery we believe that we are privileged to be entrusted with your…","Henrietta Street, Leigh, WN7 1LP, 01942 671389",N/A,N/A,N/A
Leigh Central Community Pre-School,N/A,Leigh Central Community Pre-school was established over 20 years ago providing a high quality early years’ experience. We offer term time 15 and 30 hours funded places for children aged 3 to 4 years. Pre-school operates in line with the same term time dates as…,"Windermere Road, Leigh, Lancashire, Lancashire, WN7 1UY, 01942 260628 option 3",N/A,N/A,N/A
Leigh South Community Nursery,N/A,"Leigh Community Nursery offers a safe, homely environment with a large outdoor play space in which children can learn. Our care and learning is tailored to each child's individual needs and we maintain high staff:child ratios to ensure positive relationships can be built.  Our staff…","Community Centre, Hope Carr Road, Leigh, WN7 3ET, 07804407919",N/A,N/A,N/A
Leigh St Peter's CE Primary - Nursery and Pre-school,N/A,"An exciting preschool learning experience with a qualified teacher. School based nursery/pre-school  Provision for three and four-year-olds provided by a highly qualified team, led by an outstanding, experienced teacher. Currently 15 hours free provision for everyone in Pre-school (3 and 4 years)  30 hours free provision…","Leigh Street, Leigh, LANCASHIRE, WN7 4TP, 01942 671442",N/A,N/A,N/A
Leigh St Thomas Preschool Ltd,N/A,"We welcome all children and their families and aim to provide high quality care and education for children 2 - 4 years. We have a small team of 4 full time long serving staff members who are highly qualified, experienced and dedicated - the Manager…","Leigh, Lancashire, WN7, 01942 263533",N/A,N/A,N/A
Leigh Westleigh Methodist Primary - Nursery,N/A,"Our Nursery takes children aged 2-4 years. Children become part of a wider school family where everyone feels happy, nurtured, safe and valued. Run by a teacher and teaching assistants, our aim is to give children the best possible start for the next steps in their educational journey and…","Westleigh Lane, Leigh, LEIGH, LANCASHIRE, WN7 5NJ, 01942 702967",N/A,N/A,N/A
Lil Bill's Playgroup Ltd,N/A,N/A,"Bramble House, Wigan, Lancs, WN5 9QH",N/A,N/A,N/A
Lisa Smedley (ECM Childminding),N/A,"We are happy, outgoing people who love taking the children to different places to explore the environment and develop their learning and enjoyment through different areas of learning. We have a son of our own who is 8. I have worked in nurseries for 12…","Hindley, Wigan, WN2, 07756 741306",N/A,N/A,N/A
Little Acorns Day Nursery,N/A,"We are conveniently located in Wigan town centre, close to all transport links. We provide childcare from 6 weeks to 11 years and have a breakfast, after-school and holiday club servicing the local primary schools. Enclosed in our grounds we have a large, secure, soft…","Courtyard House, Dicconson Terrace, Wigan, Lancashire, WN1 2AA, 01942 732821",N/A,N/A,N/A
Little Acorns Day Nursery - Springfield,N/A,"Welcome to Little Acorns Day Nursery Springfield. We are a family run day nursery and after-school facility, 2nd in the family from Little Acorns Day Nursery Wigan. Our nursery group was established in July 2013. Little Acorns Day Nursery Springfield was born in April 2019.…","Throstlenest Avenue, Springfield, Wigan, WN6 7AS, 01942 565029",N/A,N/A,N/A
Little Acorns Hindley Green,N/A,Little Acorns is situated on the border of Hindley Green and Bickershaw in a semi-rural area which is located and linked to various primary schools and children’s centres within the local area. The nursery is positioned set back off a main road and has car park…,"74, Smiths Lane, Hindley Green, WIGAN, WN2 4XR, 01942 259 870",N/A,N/A,N/A
Little Angels Day Nursery,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of our staff are highly experienced and have worked in the…","Talbot Street, Golborne, Warrington, WA3 3NN, 01942 777616",N/A,N/A,N/A
Little Angels Pre-school,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of our staff are highly experienced and have worked in the…","5-7, Silcock Street, Golborne, Warrington, WA3 3DG, 01942 722878 /01942 777616",N/A,N/A,N/A
Little Angels Pre-school - Out-of-School Club,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of our staff are highly experienced and have worked in the…","5-7, Silcock Street, Golborne, WARRINGTON, WA3 3DG, 01942 722878 /01942 777616",N/A,N/A,N/A
Little Angels St Thomas',N/A,"This childcare service has not yet provided details for their listing. For more information, please contact fsd@wigan.gov.uk","Church Street, Golborne, Warrington, WA3 3TH",N/A,N/A,N/A
Little Angels Under 3s Unit,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of of staff are highly experienced and have worked in the…","Silcock Street, Golborne, WARRINGTON, WA3 3DG, 01942 722878",N/A,N/A,N/A
Little Butterflies Childcare,N/A,"I provide a warm, caring and safe environment with a well equipped, spacious indoor and outdoor area. I offer a fun and friendly, home-from-home setting where children can thrive, learning through play. We like to bake, paint, create arts and crafts, play games and enjoy…","Winstanley, Wigan, WN3, 07793012550",N/A,N/A,N/A
Little Dragons' Nursery at Atherton St George's CE Primary School,N/A,"Little Dragons' Nursery is based within Atherton St George's CE Primary School in Atherton, situated in the heart of the community, and has the benefit of being part of The Wings' CE Trust. As a pre-school we believe that we are privileged to be entrusted with…","Derby Street, Atherton, MANCHESTER, LANCASHIRE, M46 0HJ, 01942 883971, enquiries@admin.saintgeorges.wigan.sch.uk",N/A,N/A,N/A
Little Explorers - Holiday Club,N/A,"Get involved with den making, junk modelling, food tasting, sports, science experiments, tie dye and much more! – Enquire now on the contact details below or via our website.","Sefton Road, Wigan, WN3 6QU, 01942 901026",N/A,N/A,N/A
Little Explorers Childminding,N/A,"Hi my name is Jenny. I am an Ofsted registered Childminder in Wigan. I live with my husband Lee and children - Bobby and Daisy. I am level 6 qualified in Childcare. I have a degree in Children, Schools and Families. I have worked in…","Hawkley Hall, WIGAN, Lancashire, WN3, 07801256790",N/A,N/A,N/A
Little Explorers Goose Green,N/A,"We provide a welcoming, calm and learning-enriched environment. We want everyone to feel happy, safe and empowered to learn. Through our nurturing environment, children develop confidence, independence and resilience. We value and encourage home involvement in children’s learning. Above all we wish nursery life to…","Goose Green Methodist church, Sefton Road, Wigan, Greater Manchester, WN3 6QU, 01942 901026",N/A,N/A,N/A
Little Foxes (Wigan) Ltd,N/A,"At Little Foxes, our nursery fosters intellectual and emotional development in a learning environment that’s both fun and secure. All our staff are fully qualified and have excellent experience in caring for children. We have an onsite chef who caters for all individual needs. Situated…","Billinge Road, Pemberton, Wigan, Lancashire, WN3 6BL, 01942 227972",N/A,N/A,N/A
Little Foxes (Wigan) Ltd - Out of School Care,N/A,Our fantastic fun packed Holiday Club is now back at Little Foxes Nusery for children age 4-12 years. Our Holiday Club offers great opportunities for children during the school holidays. With activities changing every day we guarantee your child will want to come back for…,"Little Foxes, Billinge Road, Wigan, WN3 6BL, 01942 227972",N/A,N/A,N/A
"Little Giggles Private Day Nursery & Preschool - Ince, Wigan",N/A,"Our nursery is located in what was once Ince Town Hall on Ince Green Lane, Ince, Wigan. We have an impressive 10,000 square feet of bright, spacious and fully refurbished nursery and school-club space. The nursery is located on Ince Green Lane a few minutes’…","Formerly Ince Town Hall, Ince Green Lane, Ince, Wigan, WN3 4RJ, 01942 821 960",N/A,N/A,N/A
Little Giggles Private Day Nursery & Preschool - Leigh,N/A,Our Leigh nursery is the sixth Nursery in our chain of settings which we have developed with your child’s education and comfort at the very forefront of our vision to create the most outstanding nursery in Leigh. Little Giggles is a vibrant and happy setting.…,"Former Grasmere Surgery, Grasmere Street, Leigh, Wigan, WN7 1XB, 01942 601208",N/A,N/A,N/A
Little Jigsaw's Children's Day Nursery,N/A,"Little Jigsaw's Children's Day Nursery is part of the Jigsaw's Childcare Company. Little Jigsaw’s is an Ofsted registered setting. The nursery opens from 7:00am until 6:00pm and is ideally situated within close proximity of Wigan town centre, close to the motorway network and on a…","736, Ormskirk Road, Pemberton, Wigan, WN5 8BB, 01942 221403",N/A,N/A,N/A
Little Owls Day Nursery,N/A,"At Little Owls, our passionate and experienced team provide engaging and exciting learning opportunities in an environment that is safe, secure and sparks curiosity. We place a strong emphasis on the desire to help all children reach their full potential enabling them to progress through life…","Bradley Lane, Standish, WIGAN, Lancashire, WN6 0XQ, 01257 423606",N/A,N/A,N/A
Little People Day Nursery,N/A,All of our staff are very well qualified and we constantly strive to better ourselves. We have been established since the year 2000. We are proud to say the majority of our families come to us through recommendation from someone else and families return to…,"Total Fitness Gym, Warrington Road, Goose Green, Wigan, Lancashire, WN3 6XD, 01942 244050",N/A,N/A,N/A
Little People Day Nursery Aspull,N/A,"As well as the excellent care, learning and development offered in our nursery, we also offer extra activities such as Football, dance, swimming, yoga and sports.  We also enjoy watching our living eggs become chicks. We have 'Tapestry journals', this is a quick way for…","Holly Road, Aspull, WIGAN, WN2 1RY, 01942 832662",N/A,N/A,N/A
Little Rainbows 2 Nursery,N/A,"Little Rainbows’ 2 Nursery, rated ‘Good’ by Ofsted, has been established since 2014. Offering a safe and secure environment for children aged 6 weeks to 5 years. Our highly qualified and motivated team strive to provide a high standard of care and early years educational…","30, East Bond Street, Leigh, Wigan, Lancashire, WN7 1BP, 01942 661233",N/A,N/A,N/A
Little Rainbows Day Nursery,N/A,"Little Rainbows’ Day Nursery is part of the St Bede's Childcare family and has achieved “Outstanding” status with Ofsted for the third consecutive time since opening in 2011. This was awarded most recently in November 2019. We have also recently been awarded Millie's Mark, an…","7, Guest Street, Leigh, Lancashire, WN7 2RP, 01942 661235",N/A,N/A,N/A
Little Sticks Forest School,N/A,"We are a fully outdoor Forest School. We cater for children aged 24 months and upwards. Little Sticks is located on the grounds of Aspull Rugby Club close to both Wigan, Bolton and surrounding areas.  We venture outside in all weathers and have a fully…","On the grounds of Aspull Rugby Club, Woods Road, Aspull, Wigan, WN2 1PJ, 07817 140080",N/A,N/A,N/A
Little Treasures,N/A,"I am a fully qualified childminder with BTEC national nursery nursing qualification, DBS checked, qualified first aider and I hold a basic food hygiene certificate.  I attend training on a regular basis and always learning new things. I have employed an assistant to work with me…","Abram, Wigan, WN2, 01942 205665, 07759116409",N/A,N/A,N/A
Liz Holden,N/A,"I am a Ofsted Registered Childminder and a mum to two little girls who are 3 and 7. I have a passion for early years learning, teaching children to be independent and learn through play. I have a beautiful home and garden that I would…","Leigh, WN7, 07920255083",N/A,N/A,N/A
Louise Roche Childminding,N/A,"I live with my partner of 22 years Ian, our 16-year-old daughter Holly, and Bella our 5 year old Cavapoo dog.  Please visit the website below for more information about the service I provide, current vacancies, my qualifications, and my parent references.  I have a spacious home…","Tyldesley, Astley, Manchester, M29, 07578080803",N/A,N/A,N/A
Lowton St. Marys CE Primary - Nursery,N/A,"Our purpose built Foundation Stage building has been open since 2008. The open plan design creates light and space for the children to learn and play as a whole class, in smaller groups or individually while being constantly monitored by our dedicated staff. There are…","Newton Road, Lowton, WARRINGTON, CHESHIRE, WA3 1EW, 01942 769710",N/A,N/A,N/A
Lyn Harrison,N/A,"My service provides a sound home from home environment where children can learn and develop through play. Linked to EYFS. I am qualified to NVQ Level 3 in Childcare, Learning and Development and have been childminding since January 1996. I have 2 grown up children…","Standish, Wigan, Greater Manchester, WN6, 01257 423365, 07761 931460",N/A,N/A,N/A
Lynn Gaulton,N/A,"My setting is a homely environment where children's individual needs are catered for. The children are at the centre of everything we do and we work in partnership with Parents to achieve happy, confident and healthy outcomes for all children.","Lowton, Warrington, WA3, 01942 272820, 07881 401 616",N/A,N/A,N/A
Lynne Bardsley,N/A,"I currently provide childcare for children of all ages, Monday to Saturday. I also offer before and after-school care to Garrett Hall Primary School.  Please contact me for more details.","Tyldesley, Manchester, M29, 07941 612698",N/A,N/A,N/A
Marie Harrison-Pemberton,N/A,"I have been a registered childminder now for 16 years. I previously worked in a nursery for 9 years as a nursery nurse. I thoroughly enjoy watching the children learn and thrive through play, to give them the same opportunities as my children had. I…","Hindley Green, WIGAN, Lancashire, WN2, 01942 804679, 07724 781 838",N/A,N/A,N/A
Marsh Green Primary School Nursery,N/A,"Marsh Green is a nurturing school. We offer funded and paid nursery places for children aged 2 in our Young Explorers classroom, where we offer a wide range of quality learning experiences, both indoors and out. Young Explorers have a team of 5 qualified and…","Kitt Green Road, Marsh Green, Wigan, WN5 0EF, 01942 222016",N/A,N/A,N/A
Mary Whitehead,N/A,"I provide a happy, safe environment for a small number of children to learn, grow and have fun. I am also a 30 funded hours provider. I am registered with Ofsted. I offer an informal pre-school programme using the EYFS guidance. Children are able to participate…","Hindley Green, WIGAN, Lancashire, WN2, 01942 515839, 07746 749799",N/A,N/A,N/A
Meadowbank Primary School Nursery Education Centre,N/A,Please contact us on the details below for more information about our Early Years Provision. Click the link to view our latest Ofsted Report.,"Formby Avenue, Atherton, MANCHESTER, M46 0HX, 01942 874271, 01942 895321",N/A,N/A,N/A
Meray Breeze Certified Early Years Professional (EYP),N/A,Having been registered for over 19 years I have undertaken much training (not just the statutory courses) leading to an Open University Level 4 qualification 'Certificate in Early Years Professional (EYP) (Open)'.  My last Ofsted report was graded a good and I now care for children of…,"Leigh, WN7, 07503 173 238",N/A,N/A,N/A
Mere House Day Nursery Ltd,N/A,"We have space for 60 children aged 0-5 years. We have a specially designed building to allow all our children’s needs to be met with a lovely outside area for exploring and learning. This includes an allotment where we grow vegetables and herbs, and a…","Roman Road, Ashton-in-makerfield, Wigan, WN4 8DF, 01942 717694",N/A,N/A,N/A
Mighty Oaks Before and After School Club (based at Bedford Hall Methodist Primary School),N/A,Mighty Oaks is a before and after school club managed by the Epworth Education Trust for 3 to 11 year olds from 7:30am to 9am and from 3:15pm to 6pm. Mighty Oaks Before & After School club aims to provide high quality childcare within a warm and…,"Breaston Ave, Leigh, Lancs, WN7 3DJ, 01942 672614",N/A,N/A,N/A
Miki Shika,N/A,"Ekhaya Montessori is a cosy Ofsted registered childcare service provider. We are a Montessori centred setting that follows and abides by the EYFS guidelines. We provide a well-rounded approach of care, support and development to all children in our care. We provide the following services: Childminding…","Wigan, WN6, 07508 510357",N/A,N/A,N/A
Mrs Dawn Heaps,N/A,I have over 25 years experience of working with children and have been Ofsted registered for over 17 years. I provide a warm and friendly home-from-home environment that supports children's care and education. Families are fully included in their child's care and specific requirements are…,"Appley Bridge, Wigan, WN6, 01257 409692, 07814 932 723",N/A,N/A,N/A
Mrs Julie Jones,N/A,I have been childminding for 30 years. Children enjoy a family environment with plenty of stimulating play and creative activities both indoors and outdoors in my large garden. I attend the local toddler groups where the children play and form friendships. I do baking and messy…,"Astley, Manchester, M29, 07816 107869",N/A,N/A,N/A
Mrs Paula Bennett,N/A,"I have been a Childminder for 19years and at my last inspection in July 2019, I was graded as an 'Outstanding' childcare provision. Before childminding I worked as a HLTA (Higher Level Teaching Assistant) at a local primary school for 10 years. I have two…","Kitt green, WIGAN, Lancashire, WN5, 01942 216038, 07729 133 374",N/A,N/A,N/A
Mrs Tracy Gore,N/A,I have been childminding for 19 years. I am married with 2 children. I also have one dog that is very friendly. My house is a very warm and friendly atmosphere open to all ages. We go on outings to farms and parks. We also…,"Winstanley, Wigan, WN3, 07769 201 603",N/A,N/A,N/A
Natalie Mill,N/A,I have an Early Years background and have always enjoyed working with children and their families. Within our home we have a purpose built playroom where children can access a wide range of age appropriate toys and fun activities relating to the Early Years Foundation…,"Orrell, Wigan, WN5, 07917 274997",N/A,N/A,N/A
Newfold Community Primary School - Nursery,N/A,Newfold Nursery provides Ofsted 'Outstanding' provision for pre-mainstream school children. Children are supported in their learning and development by highly qualified and experienced teachers and Learning Support Assistants. Our purpose built Nursery setting and extensive outdoor environment provides your child with the best possible start…,"St James Road, Orrell, Wigan, Lancs, WN5 7BD, 01942 207134",N/A,N/A,N/A
Newton Westpark Nursery,N/A,"Here at Newton Westpark Nursery, we pride ourselves on building fantastic relationships with children and their parents/carers. This also has a positive impact on children’s learning when we all work together to support each other. We have a large room, which is separated into 2…","Shelley Street, Leigh, Wigan, WN7 5EX, 01942 606834 ext 2",N/A,N/A,N/A
Next Generation Nursery & Schoolies Club Ltd,N/A,"Providing quality childcare since 1994 Next Generation nursery was created with the intent to provide individual quality care and education for each child in a safe, stimulating, homely and happy environment. In early years, we recognise the importance of the role we play in skilfully…","118, Wigan Lower Road, Standish Lower Ground, WIGAN, WN6 8JP, 01942 826 899",N/A,N/A,N/A
Nicola Stones,N/A,"I have been a Childminder since 2004, previous to this I was a qualified nursery nurse. I have an NVQ Level 2 and 3 in childcare and education. I am paediatric first aid trained and I am up to date with my childminding courses. I…","Leigh, WN7, 01942 607 591, 07795 245 647",N/A,N/A,N/A
Over The Rainbow Nursery,N/A,"Our Nursery underwent new ownership in January 2015. The nursery is operated by a family team of directors. Our setting opens daily from 7.30am till 6.00pm for 51 weeks of the year, closing on public bank holidays and during the Christmas break. Our aim is to offer a highly professional…","40, Violet Street, Ashton In Makerfield, Wigan, Greater Manchester, WN4 9EE, 01942 714222 / 01942 719380",N/A,N/A,N/A
Parklee Community Primary School Nursery,N/A,"We are a maintained nursery attached to Parklee Community Primary School. It is run by a fully qualified teacher and highly skilled teaching assistants. We firmly believe in learning through play both indoors and outdoors. We provide a warm, caring environment with a broad and…","Wardour Street, Atherton, Manchester, M46 0AR, 01942 874203",N/A,N/A,N/A
Parsons Walk Nursery,N/A,We are a small friendly nursery with experienced staff close to Wigan Town Centre. Staff have a range of relevant qualifications from level 2 to level 6. At our last Ofsted inspection we were graded Good. We take children on age appropriate educational trips and…,"33, Parsons Walk, Wigan, LANCASHIRE, WN1 1RU, 01942 237842",N/A,N/A,N/A
Partou Best Friends Day Nursery & Pre-School,N/A,,"Unit 12, Parr Bridge Retail Park, Mosley Common Road, Tyldesley, Manchester, M29 8RZ, 0161 703 7132",N/A,N/A,N/A
Partou Footprints Day Nursery & Pre-School,N/A,"Footprint’s day nursery is a fun, safe, vibrant environment, thriving to excel in all areas of development. Based in the centre of Atherton, Footprints is located in an old Victorian school building which has served the community for generations, it is the perfect setting to…","Alderfold Street, Atherton, MANCHESTER, M46 9DS, 01942 876546",N/A,N/A,N/A
Partou Little Acorns Day Nursery & Pre-School,N/A,"Little Acorns Private Day Nursery provides exceptionally high-quality childcare for children from 6 weeks to five-years-old. The nursery is set in a lovely Victorian property, we have a homely feeling. We have been caring for children in Atherton since 1987, we are located on Bolton…","279, Bolton Road, Atherton, Manchester, Lancashire, M46 9HG, 01942 896102",N/A,N/A,N/A
Partou Storytimes Day Nursery & Pre-School,N/A,"Small friendly Day Nursery catering well for each individual child’s needs. All staff qualified to Level 3 or above. Large garden area with canopy to ease access to outdoors at all times. Small mini bus to transport children to and from library, swimming etc. Dedicated…","68, Leigh Road, Atherton, MANCHESTER, M46 0PA, 01942 889720",N/A,N/A,N/A
Partou The Village Day Nursery & Pre-School,N/A,"Located in the heart of Crooke Village and within easy reach of Gathurst and Shevington, Partou The Village Day Nursery & Pre-School provides high quality, flexible childcare for children aged 0-5 years. Within the nursery, all our children are special. Our mission is to provide the…","Crooke Road, Standish Lower Ground, Wigan, Lancashire, WN6 8LR, 01942 323 444",N/A,N/A,N/A
Pirates and Tiaras,N/A,"I have a comfortable, private, quiet setting which children can feel at home. The cul-de-sac is ideal for dropping off and collecting children safely. I have a good room size which is just for the children to play in with their favourite things and I…","Atherton, Manchester, M46, 07825 702 059",N/A,N/A,N/A
Platt Bridge Community School - Nursery,N/A,"We are an outstanding provider of pre-school provision (Ofsted 2014) Our child-centred approach promotes the development of creativity, individuality and self-confidence through working in partnership with parents to provide the highest standard of care. Our nursery is organised across three rooms with access to a…","Rivington Avenue, Platt Bridge, WIGAN, LANCASHIRE, WN2 5NG, 01942 487999",N/A,N/A,N/A
Play Along Pre-School,N/A,"We are an open and welcoming setting with a homely feel. All our staff are experienced and passionate about their role, putting the children at the centre of everything we do.  We are very much included in the life of Millbrook school, eating lunch in the…","Millbrook Primary School, Elmfield, Shevington, Wigan, Lancashire, WN6 8DL, Millbrook School office: 01257 404552, Play Along Pre-school direct line tel: 01257 401030",N/A,N/A,N/A
