Title,Schedule,Description,Location,Phone,Email,Website
Kelly Pike,N/A,"My name is Kelly Pike, I live with my Husband and 2 children aged 10 and 8 years old, plus our little 1 year old cavapoo. I offer a secure, warm, loving and welcoming home-from-home environment for your children, dedicating the whole of the ground…","Tyldesley, Manchester, M29, 07895 253428",N/A,N/A,N/A
Kidz Club at Hindley All Saints',N/A,Kidz Club is a Limited Company that was created to help parents who needed child care beyond the usual school day and caters for children from Reception to Year 6. Kidz Club meets in a purpose built unit but is an integral part of our…,"C/O Hindley All Saints' CE Primary School,, Hindley, WIGAN, WN2 3QS, 01942 255577, 07731 826893",N/A,N/A,N/A
Kool Kidz Out of School Club at Bryn St Peter's Primary School,N/A,For further information please contact Happy Hours Day Nursery on 01942 766400.,"Downall Green Road, Ashton-in-makerfield, Wigan, WN4 0DL, 07521 770568 or 01942 766400",N/A,N/A,N/A
Laura Ackers,N/A,Please contact me on the details below for more information. Funding/tax free childcare accepted.,"Wigan, Lancashire, WN6",N/A,N/A,N/A
Laura's Little Learners Childminding,N/A,"I am an Early Years Teacher with a BA Hons degree in Primary Teaching, located in Lowton, near to Lowton Junior and Infant school. I endeavour to find the best way to help each child; as with the right support, every child can progress at…","Lowton, Wigan, WA3",N/A,N/A,N/A
Lauren Williams-Sproat,N/A,N/A,"Marus Bridge, Wigan, WN3, 07577 890190",N/A,N/A,N/A
Leigh St John's CE Primary School- Before and After School Care,N/A,"Leigh St John's CE Primary before and after-school care is for children who attend the school only. We are very lucky to have a very dedicated staff team at our school. We believe that our children should have the best experiences, and we ensure our…","Kirkhall Lane, Leigh, WN7 1RY, 01942 672825",N/A,N/A,N/A
Leigh St Peter's CE Primary - Breakfast and After School Club,N/A,"Breakfast and after-school care is run by staff members on site. Breakfast club runs daily from 7:45am with last entry 8:30am. Children are offered breakfast and are taken through to class at the start of school time. Sessions are £1.50 per child, per morning.  After-school…","Leigh Street, Leigh, WN7 4TP, 01942 671442",N/A,N/A,N/A
Lisa Smedley (ECM Childminding),N/A,"We are happy, outgoing people who love taking the children to different places to explore the environment and develop their learning and enjoyment through different areas of learning. We have a son of our own who is 8. I have worked in nurseries for 12…","Hindley, Wigan, WN2, 07756 741306",N/A,N/A,N/A
Little Acorns Day Nursery - Out of School Care,N/A,"Breakfast club: Parents drop off the children from 7:30am. The children are offered a selection of cereals, milk and water before walking over to the local schools with dedicated out-of-school staff. After-school club: Nursery staff collect the children from the local schools at 3:15pm. They…","Courtyard House, Dicconson Terrace, Wigan, WN1 2AA, 01942 732821",N/A,N/A,N/A
Little Acorns Day Nursery - Springfield - Out of School Care,N/A,N/A,"Throstlenest Avenue, Springfield, Wigan, WN6 7AS, 01942 565029",N/A,N/A,N/A
Little Angels Pre-school - Out-of-School Club,N/A,"The underlying aim of Little Angels Day Nursery is to provide an inclusive, caring, friendly and stimulating environment, catering for the needs of each individual child and family. All staff are qualified and DBS checked. All of our staff are highly experienced and have worked in the…","5-7, Silcock Street, Golborne, WARRINGTON, WA3 3DG, 01942 722878 /01942 777616",N/A,N/A,N/A
Little Angels St Thomas',N/A,"This childcare service has not yet provided details for their listing. For more information, please contact fsd@wigan.gov.uk","Church Street, Golborne, Warrington, WA3 3TH",N/A,N/A,N/A
Little Explorers Childminding,N/A,"Hi my name is Jenny. I am an Ofsted registered Childminder in Wigan. I live with my husband Lee and children - Bobby and Daisy. I am level 6 qualified in Childcare. I have a degree in Children, Schools and Families. I have worked in…","Hawkley Hall, WIGAN, Lancashire, WN3, 07801256790",N/A,N/A,N/A
Little Foxes (Wigan) Ltd - Out of School Care,N/A,Our fantastic fun packed Holiday Club is now back at Little Foxes Nusery for children age 4-12 years. Our Holiday Club offers great opportunities for children during the school holidays. With activities changing every day we guarantee your child will want to come back for…,"Little Foxes, Billinge Road, Wigan, WN3 6BL, 01942 227972",N/A,N/A,N/A
"Little Giggles Private Day Nursery & Preschool, Ince - Out of School Care",N/A,"Little Giggles is proud to announce the opening of its newest setting in Ince, Wigan. Our nursery is located in what was once Ince Town Hall on Ince Green Lane, Ince, Wigan. We offer breakfast and after-school club from Britannia Bridge Primary School in Ince-in-Markerfield.…","Formerly Ince Town Hall, Ince Green Lane, Ince, Wigan, WN3 4RJ, 01942 821960",N/A,N/A,N/A
Little Giggles Private Day Nursery and Preschool - Out of School Care - Leigh,N/A,"We have an impressive 10,000 square feet of bright, spacious and fully refurbished nursery and school-club space. The nursery is located on Grasmere Street a few minutes’ walk from Leigh town centre and serviced by the local bus routes. We offer breakfast and after-school club from Leigh…","Grasmere Street, Leigh, WN7 1XB, 01942 601208",N/A,N/A,N/A
Liz Holden,N/A,"I am a Ofsted Registered Childminder and a mum to two little girls who are 3 and 7. I have a passion for early years learning, teaching children to be independent and learn through play. I have a beautiful home and garden that I would…","Leigh, WN7, 07920255083",N/A,N/A,N/A
Louise Roche Childminding,N/A,"I live with my partner of 22 years Ian, our 16-year-old daughter Holly, and Bella our 5 year old Cavapoo dog.  Please visit the website below for more information about the service I provide, current vacancies, my qualifications, and my parent references.  I have a spacious home…","Tyldesley, Astley, Manchester, M29, 07578080803",N/A,N/A,N/A
Lyn Harrison,N/A,"My service provides a sound home from home environment where children can learn and develop through play. Linked to EYFS. I am qualified to NVQ Level 3 in Childcare, Learning and Development and have been childminding since January 1996. I have 2 grown up children…","Standish, Wigan, Greater Manchester, WN6, 01257 423365, 07761 931460",N/A,N/A,N/A
Lynn Gaulton,N/A,"My setting is a homely environment where children's individual needs are catered for. The children are at the centre of everything we do and we work in partnership with Parents to achieve happy, confident and healthy outcomes for all children.","Lowton, Warrington, WA3, 01942 272820, 07881 401 616",N/A,N/A,N/A
Lynne Bardsley,N/A,"I currently provide childcare for children of all ages, Monday to Saturday. I also offer before and after-school care to Garrett Hall Primary School.  Please contact me for more details.","Tyldesley, Manchester, M29, 07941 612698",N/A,N/A,N/A
Maria Gildart,N/A,"Hi, I live in the Greyhound area of Leigh. I was awarded a grading of 'Good with Outstanding features' in my most recent Ofsted inspection, July 2022. I have been working as a childminder for 16 years, with previous experience of being a nursery nurse.…","Leigh, WN7, 07949969662",N/A,N/A,N/A
Marie Harrison-Pemberton,N/A,"I have been a registered childminder now for 16 years. I previously worked in a nursery for 9 years as a nursery nurse. I thoroughly enjoy watching the children learn and thrive through play, to give them the same opportunities as my children had. I…","Hindley Green, WIGAN, Lancashire, WN2, 01942 804679, 07724 781 838",N/A,N/A,N/A
Marsh Green Primary School Wraparound Care,N/A,"At Marsh Green we have a very nurturing ethos. We provide out-of-school care in a stimulating, well-planned and secure environment. Some of the costs can be met through childcare vouchers. Our 'Early Birds' Breakfast club opens from 7:30am until the start of school. Children are…","Marsh Green Primary School, Kitt Gren Road, Wigan, WN5 0EF, 01942 222016",N/A,N/A,N/A
Mary Whitehead,N/A,"I provide a happy, safe environment for a small number of children to learn, grow and have fun. I am also a 30 funded hours provider. I am registered with Ofsted. I offer an informal pre-school programme using the EYFS guidance. Children are able to participate…","Hindley Green, WIGAN, Lancashire, WN2, 01942 515839, 07746 749799",N/A,N/A,N/A
Meadowbank Primary School - Out of School Club,N/A,"Meadowbank's breakfast and after-school clubs are for children attending the school, places for this provision are limited. We require booking for the whole half term and payment can be made in advance weekly or for the whole half term. For more information please contact the school…","Formby Avenue, Atherton, Manchester, M46 0HX, 01942 874271, 01942 895321",N/A,N/A,N/A
Meray Breeze Certified Early Years Professional (EYP),N/A,Having been registered for over 19 years I have undertaken much training (not just the statutory courses) leading to an Open University Level 4 qualification 'Certificate in Early Years Professional (EYP) (Open)'.  My last Ofsted report was graded a good and I now care for children of…,"Leigh, WN7, 07503 173 238",N/A,N/A,N/A
Mere House Day Nursery Ltd - Out of School Care,N/A,"Mere House Day Nursery LTD has been running the out-of-school care for Nicol Mere school children since 2016. We offer breakfast and after-school club for children aged 4-11. We are a pack-away setting with child-led activites promoting health, learning and enjoyment.","Roman Road, Ashton-in-makerfield, Wigan, WN4 8DF, 01942 717694",N/A,N/A,N/A
Mighty Oaks @ New Lodge,N/A,N/A,"New Lodge, WN1 2ND, 01942 732821",N/A,N/A,N/A
Mighty Oaks Before and After School Club (based at Bedford Hall Methodist Primary School),N/A,Mighty Oaks is a before and after school club managed by the Epworth Education Trust for 3 to 11 year olds from 7:30am to 9am and from 3:15pm to 6pm. Mighty Oaks Before & After School club aims to provide high quality childcare within a warm and…,"Breaston Ave, Leigh, Lancs, WN7 3DJ, 01942 672614",N/A,N/A,N/A
Mighty Oaks Out of school club,N/A,"We provide afterschool service for children who are aged 5 and over until leaving primary school. Children who are in their reception year or under 5 can access afterschool facilities at our sister site, Little Acorns Day Nursery by contacting 01942 732821. Our new premises…","20, Upper Dicconson Street, Wigan, WN1 2AD, 01942 565002",N/A,N/A,N/A
Mrs Dawn Heaps,N/A,I have over 25 years experience of working with children and have been Ofsted registered for over 17 years. I provide a warm and friendly home-from-home environment that supports children's care and education. Families are fully included in their child's care and specific requirements are…,"Appley Bridge, Wigan, WN6, 01257 409692, 07814 932 723",N/A,N/A,N/A
Mrs Paula Bennett,N/A,"I have been a Childminder for 19years and at my last inspection in July 2019, I was graded as an 'Outstanding' childcare provision. Before childminding I worked as a HLTA (Higher Level Teaching Assistant) at a local primary school for 10 years. I have two…","Kitt green, WIGAN, Lancashire, WN5, 01942 216038, 07729 133 374",N/A,N/A,N/A
Mrs Tracy Gore,N/A,I have been childminding for 19 years. I am married with 2 children. I also have one dog that is very friendly. My house is a very warm and friendly atmosphere open to all ages. We go on outings to farms and parks. We also…,"Winstanley, Wigan, WN3, 07769 201 603",N/A,N/A,N/A
Natalie Mill,N/A,I have an Early Years background and have always enjoyed working with children and their families. Within our home we have a purpose built playroom where children can access a wide range of age appropriate toys and fun activities relating to the Early Years Foundation…,"Orrell, Wigan, WN5, 07917 274997",N/A,N/A,N/A
Newton Westpark Primary - Breakfast and After School Club,N/A,"The before school club runs from 8.00am in the morning until the start of the school day. The cost of this is £1* per child and includes toast and fruit juice. In addition since 2015, we have secured funding from the Charity Magic Breakfast who…","Newton Westpark Primary School, Tennyson Avenue, Leigh, WN7 5JY, 01942 606834",N/A,N/A,N/A
Nicola Stones,N/A,"I have been a Childminder since 2004, previous to this I was a qualified nursery nurse. I have an NVQ Level 2 and 3 in childcare and education. I am paediatric first aid trained and I am up to date with my childminding courses. I…","Leigh, WN7, 01942 607 591, 07795 245 647",N/A,N/A,N/A
Orrell Holgate Primary - Breakfast and After school Club,N/A,"We run a breakfast club every morning from 7.30am in term time. As well as having cereal, toast and fruit the children can enjoy some relaxing activities such as board games, crafts and reading or  join in with physical activities in the hall and/or playground.…","Orrell Holgate Academy, Moor Road, Orrell, Wigan, WN5 8SJ, 01942 776670",N/A,N/A,N/A
Our Lady's R.C. Primary School - Breakfast Club & After-school Club,N/A,"Our Lady's R.C. Primary School provides a wide range of extra-curricular clubs which take place before school, at lunch times and after school. Our clubs include a range of activities, from sport to wellbeing; to drama and languages. The choice of club can change termly…","Holly Road, Aspull, Wigan, WN2 1RU, 01942 832299",N/A,N/A,N/A
Parklee Community Primary School - Bright Sparks Out-of-School Club,N/A,"Various sessions available, please visit our website below for more information.  Please click the link to view our latest Ofsted Report.","Wardour Street, Atherton, Manchester, M46 0AR, 01942 874203",N/A,N/A,N/A
Pirates and Tiaras,N/A,"I have a comfortable, private, quiet setting which children can feel at home. The cul-de-sac is ideal for dropping off and collecting children safely. I have a good room size which is just for the children to play in with their favourite things and I…","Atherton, Manchester, M46, 07825 702 059",N/A,N/A,N/A
Platt Bridge Community School - Breakfast and After School Care,N/A,"Platt Bridge Community School, Breakfast and After school care is for children who attend the school and are of school age.   Breakfast and after school club are booked and paid for through Parentpay. We no longer offer a drop in service at our Breakfast…","Rivington Avenue, Platt Bridge, Wigan, Greater Manchester, WN2 5NG, 01942 487999",N/A,N/A,N/A
PlayPals Childcare Limited at Hindley Green Community Primary School,"Open monday to friday 7,30/8.50 then 3.15/6pm","Our staff plan activities support the children's care and development needs, ensuring activities are engaging and fun. We have a good healthy snack menu with fresh fruit on offer to children. We provide high quality care to our families.  Breakfast club starts at 7:30-8:40am then the children are…","Thomas Street, Hindley Green, Wigan, WN2 4SS, 07568993201 / 01942 255406",N/A,N/A,N/A
PlayPals Childcare Limited at St Peters C of E Primary,N/A,"Play Pals before and after school club service is based at St Peters C of E Primary. We provide high quality care for children and our staff plan activities support the children's care and development needs, ensuring activities are engaging and fun.","St. Peters C Of E Primary School, Kildare Street, Hindley, Wigan, WN2 3HY, 07432 859627",N/A,N/A,N/A
PlayPals Out Of School Club (St John's C of E Abram),N/A,We provide Out Of School Care in our Breakfast & After School Club that is at St John's C of E Abram Primary school. The service is for children attending both our nursery and the school. Breakfast Club is open from 7:30am-8:45am with last orders for breakfast…,"St. Johns Church Of England Primary School, Simpkin Street, Abram, Wigan, WN2 5QE, 07555 994345",N/A,N/A,N/A
Precious Gems Childminding,N/A,"Precious Gems Childminding was established in 2002 and offers a warm, friendly, caring and happy environment for children aged between 0 -11 years. As your childminder I will provide breakfast, snacks, lunch, evening snacks and drinks. I will provide a variety of activities such as: Outings…","Tyldesley, Manchester, M29, 07743 230745, 01942 896416",N/A,N/A,N/A
Rachael’s Childminding Services,N/A,I am an Ofsted Registered Childminder based in Golborne/Lowton offering affordable childcare in a home from home environment. I live with my partner and our children in a lovely residential area close to local amenities. I have a spacious home and an external dedicated woodland…,"Golborne, Warrington, WA3",N/A,N/A,N/A
Rachel Jane Cowpland,N/A,"I have a loving, caring home for all the children that stay in my care. I have 2 daughters of my own and I know how important it is for parents to know that your child is being well looked after. I like to take…","Wigan, WN1, 07786820993",N/A,N/A,N/A
Rebecca Jane Shone,N/A,This Childminder has not added any information to their page. Please contact them on the details below for more information.,"Tyldesley, Manchester, M29, 07716777037",N/A,N/A,N/A
Rebecca Louise Middlehurst,N/A,"I am an Ofsted Registered 'Good' graded childminder. I provide holistic, individualised care for children aged 0-12 incorporating the 7 areas of learning within a home-from-home environment that is safe, warm and welcoming.  I am linked to Beech Hill Primary School and provide after-school care…","Wigan, WN6, 01942 740132",N/A,N/A,N/A
Sacred Heart Catholic Primary Breakfast and After School Care,N/A,"Providing high quality before and after school childcare on site at Sacred Heart school. We invite children to come along and enjoy some fun, play with others and take part in social activities. Children attending nursery can also attend our before and after school club. …","Springfield Road, Wigan, WN6 7RH, 01942 231478",N/A,N/A,N/A
Safe And Sound Club - St Luke's,N/A,Safe & Sound Club is a breakfast and after school provision for children attending St Luke’s Church of England Primary School and St Catherine of Siena Catholic Primary School. For more information please visit our website,"Church Lane, Lowton, WARRINGTON, CHESHIRE, WA3 2PW, 01942 201140 option2",N/A,N/A,N/A
Sarah Johnston,N/A,"Hello I'm Sarah Johnston, I'm 50 and happily married to Andy, 57. I am a mother of two lovely boys, George 21 and Henry 16.  I have been a registered childminder since December 2008 and was very proud to be awarded a 'Good' grading for…","Ashton-in-Makerfield, WIGAN, Lancashire, WN4, 01942 716910, 07966 017799",N/A,N/A,N/A
Shell's Home from Home Childminding Service,N/A,At Shell’s Home from Home I strive to provide a warm and welcoming environment for every child and create that ‘home from home’ atmosphere. I currently offer pick-up's and drop-off's for Twelve Apostles RCPS.,"Leigh, WN7, 07445 576591",N/A,N/A,N/A
Shevington Vale Primary School - Stay and Play Before and After School Club,N/A,"The Stay and Play Club provides a safe, secure and caring environment, before and after school, where children have the opportunity to enjoy lots of fun activities or just simply relax with their friends. It is a fantastic opportunity for children to come together and…","Runshaw Avenue, Appley Bridge, WIGAN, Lancs, WN6 9JP, 07939195878",N/A,N/A,N/A
St Aidan's Catholic Primary School - Care Club Out of School Care,N/A,Children can attend from the age of three until they leave in year six. Please contact the school for more information. Please click the link to view our latest Ofsted Report.,"Holmes House Avenue, Wigan, WN3 6EE, 01942 223544, 01942 222634",N/A,N/A,N/A
St Benedict's Catholic Primary School - Breakfast & After School Club,N/A,Breakfast Club - starts at 7:30am for children who attend the school.  Members of staff serve the children with a variety of healthy choice breakfasts and drinks. The children also have a chance to play with their friends before the start of the school day.  After…,"Abbott Street, Hindley, Wigan, WN2 3DG, 01942 253522",N/A,N/A,N/A
St Cuthbert's Catholic Primary School - Out of School Club,N/A,"St Cuthbert's Catholic Primary School's breakfast and after school club is for children who attend the school, for full information please contact us via the details below.  Ofsted Report","St. Cuthbert's Catholic Primary School, Thorburn Road, Pemberton, Wigan, WN5 9LW, 01942 222721",N/A,N/A,N/A
St James’ Church of England Nursery and Pre-School,N/A,"About Us St James’ CofE Nursery, Pre-School and Primary School is a vibrant and happy setting. Nursery and Pre-School The nursery and pre-school are part of St James’ Church of England School and follow the same high standards and school ethos. As the Nursery and Pre-school is in…","St. James' CofE Nursery, Pre-School and Primary School, Tyrer Avenue, Worsley Mesnes, Wigan, Lancashire, WN3 5XE, 01942 703952",N/A,N/A,N/A
St. Bernadette's Catholic Primary School - Breakfast and After School Club,N/A,St. Bernadettes breakfast and after school club is for children who attend the school and nursery. Our Breakfast Club opens at 7:30am and runs until 8:50am when our staff will accompany the children into their class lines on the playground to start the day. On…,"St. Bernadettes RC Primary School, Church Lane, Shevington, Wigan, WN6 8BD, 01257 401125",N/A,N/A,N/A
St. Gabriel's Catholic Primary School - Breakfast Club and After School Clubs,N/A,"Breakfast Club The Breakfast Club provides a great start to the school day.  The Club offers a welcoming, friendly and safe environment for all children at St. Gabriel’s Catholic Primary School. The Breakfast Club staff work hard to foster and develop social skills, independence and…","Queensway, Leigh, WN7 2XG, 01942 769712",N/A,N/A,N/A
St. George's Central Church of England Primary School - Breakfast Club,N/A,"Essential Information 7:30am - 8:30am – Serving Breakfast. Very social - staff and children to eat together, children to help serve where possible. 7:30am – 8:40am – Free play session. Free play available - Various games and toys. Creative table - gives option to colour…","Darlington Street, Tyldesley, Manchester, M29 8DH",N/A,N/A,N/A
St. James C Of E Primary School - Breakfast Club,N/A,"St James have a breakfast club for children attending the school, for full information please contact school on the number provided.   Ofsted Report","St. James C Of E School, Tyrer Avenue, Wigan, WN3 5XE, 01942 703952",N/A,N/A,N/A
St. John's Mosley Common Church of England Primary School,N/A,"Welcome We believe that our school is special. The relationships that we develop with our children and families safeguard the happiness and growth of each member of our school family. Our hardworking and dedicated staff work in partnership with our Parents/Carers, Vicar, Governors and the…","St. John's Mosley Common Church Of England Primary School, Commonside Road, Worsley, Manchester, M28 1AE, 0161 790 2195",N/A,N/A,N/A
St. John's Mosley Common Church of England Primary School - Out of School Care,N/A,"Essential Information We offer a breakfast club and after school club.. All clubs are staffed by members of the day care staff. Both these Breakfast Club and the After School Club are available for children aged three to eleven, and prices for both clubs can…","St. John's Mosley Common Church Of England Primary School, Commonside Road, Worsley, Manchester, M28 1AE, 0161 790 2195 option 2",N/A,N/A,N/A
St. Johns C Of E Primary School - After School Club,N/A,St. Johns C Of E Primary School -provide an after school club for children attending their school. Please contact the school for more information and to request a place for your child. Please see link to Ofsted Report 2777265 (ofsted.gov.uk),"Church Street, Wigan, WN5 0DT, 01942 222133",N/A,N/A,N/A
St. Jude's Catholic Primary School - Preschool,N/A,"Our Preschool offers 15 and 30 hour funded places with flexibility to suit your family needs.    St Jude’s Preschool caters for children from the age of 3. Our children are cared for by our Early Years team, including a fully qualified teacher who plans and delivers exciting activities…","St. Jude's Primary School, Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091",N/A,N/A,N/A
St. Jude's Catholic Primary School – Wraparound Care,N/A,"St. Jude's Catholic Primary School provides a Breakfast and After School Club for children attending the school, for full information please call 01942 204091 or pop in to speak to the school office. Link to Our Town School page: Link. Link to Our Town Preschool…","Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091 (option 2)",N/A,N/A,N/A
St. Marie's Before & After School Club,Monday - Friday 7:30am to 6:00pm,There has been Pre-school provision at St Marie’s for over 13 years. All children from the age of 3 are very welcome and the experienced  staff aim to help all children achieve their potential. Structured play activities are carefully planned and prepared so that all…,"St. Marie's Catholic Primary School, Avondale Street, Standish, Wigan, WN6 0LF, 01257 422975",N/A,N/A,N/A
St. Mark's Church of England Primary School,N/A,"Welcome St. Mark's has a long history in our community, being established for over a centruy and enjoys strong links with our Church which is situated close by. From September 2015, St. Mark's became part of a 'hard federation' with Atherton St. George's Church of…","St. Mark's Church of England Junior School, Alexandra Street, Wigan, WN5 9DS, 01942 748618",N/A,N/A,N/A
St. Mark's Church of England Primary School - Breakfast Club and After School Care,N/A,"St. Mark's Church of England Primary School offers a 'FREE' breakfast club provision for all children from Reception class to Year 6.  We are very lucky to be sponsored by Agrial Fresh through The Greggs Foundation, which enables us to provide plenty of healthy breakfast…","St. Mark's Church of England Primary School, Alexandra Street, Newtown, Wigan, WN5 9DS, 01942 748618",N/A,N/A,N/A
St. Michael's Church of England Primary School - Breakfast Club,N/A,"Essential Information St. Michael's Church of England Primary School has a Breakfast Club which is run by our teaching assistants, under the guidance of the school. Mrs D. Roberts, is Breakfast Club Lead, with the assistance of Mrs D. McCall and Mrs S. Ashton, Mr…","Leigh Road, Atherton, Manchester, M46 0PA, 01942 883118",N/A,N/A,N/A
St. Patrick's Catholic Primary School - Out of School Club,N/A,"St. Patrick's Catholic Primary School Out of School Club is for children attending the school We offer childcare before school, after school and during the holidays for children aged 3-11 years Breakfast Club is open from 7:30am until school time. The cost is £4.50 and…","St. Patricks Primary School, Hardybutts, Wigan, WN1 3RZ, 01942 244361, 01942 244363",N/A,N/A,N/A
St. Philip's C of E Primary School - Out of school care,N/A,St. Philip's C of E Primary School provide breakfast and after school clubs for children attending their school.  Please visit their website below for more information. Link to Ofsted Report (Left click and select open in new window) Untitled (ofsted.gov.uk),"Bolton Old Road, Atherton, Manchester, M46 9FD",N/A,N/A,N/A
St. Richard's Roman Catholic Primary School - Breakfast and After School Club,N/A,"Essential Information: Breakfast Club is free of charge to all pupils, open from 8:00am-8:45am Monday-Friday and After School Club is open from 3:15pm-5:15pm at the cost of £8 per child per day which is required to be booked and paid for a half term in…","Flapper Fold Lane, Atherton, Manchester, M46 0HA, 01942 882980",N/A,N/A,N/A
St. Stephen's Church of England Primary School - Astley - Breakfast Club,N/A,St. Stephen's Breakfast Club is for children attending the school.  Please visit their website for more information. Link to our main Our Town Directory page: Link. Ofsted Report,"Manchester Road, Astley, Manchester, M29 7BT, 01942 882412",N/A,N/A,N/A
St. Thomas Church of England Primary School - Leigh - Breakfast Club,N/A,St. Thomas Church of England Primary School - Breakfast Club is for children who are attending the school only.  Please contact them for more information. Link to Our Town Directory page: Link.,"St. Thomas Church of England Primary School, Astley Street, Leigh, Lancashire, WN7 2AS, 01942 672730",N/A,N/A,N/A
St. Wilfrid's Catholic Primary School - Ashton - Breakfast & Out of School Club,N/A,We provide after school care for children aged 3 –11 years old based at St. Wilfrid’s Primary School.  We are committed to providing quality childcare in a rich and stimulating environment where children will feel safe and secure in order that they can develop and…,"Golborne Road, Ashton-in-Makerfield, Wigan, Manchester, WN4 8SJ, 01942 707101 School Number, 07562 626795 Mobile Number",N/A,N/A,N/A
Standish Kids Club,N/A,Standish kids club is an Ofsted registered before and after school club based at St Wilfrid’s Parish Hall in Standish. We serve St Wilfrid’s and Wood Fold primary schools. Breakfast club is 7:30am - 9:00am and after school club is 3:00pm - 6:00pm. Children walk…,"St Wilfrid's Parish Hall, Church Street, Standish, Wigan, Lancashire, WN6 0JT",N/A,N/A,N/A
Standish St. Wilfrid's CE Primary Schools Breakfast and After School Club,N/A,St. Wilfrid's breakfast and after school club is for children attending our school.  It is a fantastic opportunity for children to come together and take part in a wide range of activities at the Academy.   Kidz Klub is the name of our highly…,"St. Wilfrids C Of E Primary Academy, Rectory Lane, Standish, Wigan, WN6 0XB, 01257 423992, 01257 423714",N/A,N/A,N/A
Storytimes Private Day Nursery And Pre-School- After School and Holiday Care,N/A,N/A,"332, Hamilton Street, Atherton, Manchester, M46 0BE, 01942 888616",N/A,N/A,N/A
Sunbeams Day Nursery - After School Club,N/A,"Sunbeams Atherton is situated close to Atherton's town centre with great public transport and motorway links. We have recently had a full internal and external refurbishment, to create a warm, friendly, safe and welcoming learning environment for our children to have the best possible start in…","Manor House, 23, Bolton Old Road, Atherton, Manchester, M46 9DF, 0800 307 0155",N/A,N/A,N/A
Sunrise & Sunset Clubs at Atherton Sacred Heart Primary School,N/A,"Our Sunrise Clubs and Sunset Clubs (After-School Clubs) are available every day, which children from all years groups are welcome to attend. Sunrise breakfast club is open 7:30am-8:30am. Sunset club is open from the end of the school day until 6:00pm. Morning Activity Club - Get ready for the…","Lodge Lane, Manchester, M46 9BN, 01942 883429",N/A,N/A,N/A
Susan Winstanley,N/A,"I have 21 years experience in childcare, offering a very warm, happy and safe setting to all children. Very highly recommended by all past and present parents. References can be requested.","Standish, Wigan, WN6, 01257 421242, 07799 144866",N/A,N/A,N/A
Top Chapel Day Nursery Ltd - Out of School Care,N/A,"Here at Top Chapel Day Nursery we provide high quality, flexible childcare for children aged 0-8 years in a safe hygienic environment. We are a family-run setting located in the heart of Tyldesley with easy access from the V2 bus route with available parking behind…","154, Elliott Street, Tyldesley, Manchester, M29 8FL, 01942 634009",N/A,N/A,N/A
Tracey Schroeder,N/A,"I have been a childminder for 21 years and live at home with my husband. I have two grown up children. I have level 3 Childcare Learning and Development. The children enjoy painting, drawing and treasure hunts. We have a large garden with swings, a…","Leigh, WN7, 07773 883 613",N/A,N/A,N/A
Tracy Molyneux,N/A,"I offer childcare from birth to 5 years. I provide a warm, homely, loving environment, we venture out to playgroups, parks, farms and many more adventures. I have been in childcare for over 30 years the last 14 as a Childminder.","Lowton, WARRINGTON, WA3, 07490 774565",N/A,N/A,N/A
Trinity - Before & After School Club,N/A,"It is intended to provide secure care and social interaction before and after school session times.  Trinity is available to any child who currently attends Highfield St. Matthew’s CE Primary School, Reception to Y6 providing there are places available. All staff are fully qualified, experienced…","Highfield St Matthew's CE Primary School, Billinge Road, Highfield, Wigan, Lancashire, WN3 6BL, 01942 747818 ext 2",N/A,N/A,N/A
Twinkle Toes @ St Mary's - Breakfast and Afterschool Club,N/A,Breakfast club can be used as a drop-in and no booking is required for this. Booking is required for after-school club. Places are allocated on a first come first served basis and places will not be held. We are open 38 weeks of the year.…,"Wright Street, Platt Bridge, Wigan, WN2 3UQ, 01942 557572",N/A,N/A,N/A
Tyldesley Primary School Out of School Club,N/A,"Our before and after-school Club provides a fun, stimulating, safe environment for your child and it is available to children from Nursery to Year 6. We aim to: Provide a childcare facility that meets the needs of parents/carers. Provide a happy, welcoming, safe and secure…","Ennerdale Road, Tyldesley, Manchester, M29 7PY, 01942 882870",N/A,N/A,N/A
Victoria Jane Hart,Monday to Friday,"I have worked in childcare since I qualified as a nusery nurse in 1987. I have worked with children of all ages, in both nursery and my own home and have recently been graded 'Outstanding' by Ofsted. I have a fully equipped playroom, which provides a…","Wigan, Lancashire, WN1, 07939855944",N/A,N/A,N/A
Westleigh St Paul's CE Primary - Breakfast Club,N/A,"On mornings that your child attends breakfast club, please come through the main office and a member of staff will let you in. This must be paid for in advance through Parentpay. We do not accept cash. Every morning your child will receive a breakfast…","School Street, Leigh, LEIGH, LANCASHIRE, WN7 5JN, 01942 672611",N/A,N/A,N/A
Worsley Mesnes Community Primary School Out-of-School Care,N/A,"Worsley Mesnes has a breakfast club that is run by school staff which provides a reliable, high quality and consistent service. We provide a variety of after-school clubs until 4:30pm which provide extra curricular activities for children in sports, music and the arts.  Please contact…","Clifton Street, Worsley Mesnes, Wigan, WN3 5HN, 01942 776457",N/A,N/A,N/A
