Title,Schedule,Description,Location,Phone,Email,Website
Roots to Wellbeing,N/A,The Roots to Wellbeing course runs for 10 weeks with participants attending 2 days per week providing enrichment sessions delivered by our own staff and locality specialist to enable residents of Wigan and Leigh to be empowered to improve their own mental health thus resulting…,N/A,N/A,N/A,N/A
SEN Sensory - Golborne (Term Time Only),Thursday's 3.30-4.30pm,"A session designed around offering support to families around behavioural concerns, development, speech delay/ a diagnosis. For 2-8 years old. For further information please contact Robyn on 01942 777705.","Talbot Street, WA3 3NN, 01942777705",N/A,N/A,N/A
SEN Sensory - Westleigh - (term time),Tuesday 1.00-2.00pm,SEN Sensory has been designed to support families whose children have concerns over their child's development. Tuesday's 1.00-2.00pm 2 years + Drop In,"Westleigh Start Well Family Centre, Westleigh Lane, Leigh, WN7 5NJ",N/A,N/A,N/A
Sensory - Golborne (Term Time Only),Friday's 2.30-3.15pm,A stimulating sensory session ages 6 months+,"Talbot Street, WA3 3NN, 01942777705",N/A,N/A,N/A
Sensory - Westleigh - (Term Time Only),Thursday's 1.45-2.30pm,"To discover yoga and relaxation together. We will have a new yoga adventure every time, following different stories. Thursday's 1.45-2.30pm Booking required","Windermere Road, Leigh, WN7 1UY",N/A,N/A,N/A
Shake Our Sillies - Leigh - (Term Time Only),Tuesday's 2.00-3.00pm,Tuesday's 2.00-3.00pm 2 years - 5 years Booking Required,"Windermere Road, Leigh, WN7 1UY",N/A,N/A,N/A
Shakerley Community Centres,N/A,Shakerley Community Centre offers a range of services and groups for all ages.,"8, Cumberland Avenue, Tyldesley, Manchester, M29 8FU",N/A,N/A,N/A
Sibs,"Monday to Friday, 9am - 5pm",Sibs exists to support people who grow up with or have grown up with a disabled brother or sister. It is the only UK charity representing the needs of over half a million young siblings and over one and a half million adult siblings. Sibs…,N/A,N/A,N/A,N/A
Snap Dragon Socials,N/A,"A Social Disco evening for Children and Young people with addition needs every first Friday of the month (Starting 6th September 2024) (5-11yrs) and last Friday of the month (Starting 27th September 2024) (12-17 yrs) 6.30pm-8.30pm. Come along and meet new people in a safe,…",N/A,N/A,N/A,N/A
Snuggle & Sing - Leigh Library (Term Time Only),Tuesday 11:00am - 11.45am Wednesday's 9.45-10.30am,From Birth to Just starting to walk. Come along and join us at Leigh library for some singing. Tuesday's 11am-11.45am Drop In Wednesday's 9.45-10.30am Please note Wednesday's session will replicate Tuesday's session and we ask that you only attend one.,"Market Street, Leigh, WN7 1EB, 01942 777705",N/A,N/A,N/A
Snuggle and Sing - Golborne (Term Time),Monday's 2.15-3.00pm,Monday's 2.15-3.00pm Birth - Just starting to walk Booking Required,"Talbot Street, Golborne, WA3 3NN",N/A,N/A,N/A
Social Wellbeing CIC,N/A,"We offer games mornings, art group, craft group. Days out. Open to all adults within wigan and skelmersdale. The group meets at St Thomas the martyr Church in Upholland.  This is a designated warm space. That also offers community lunches, foodbank and a place to…",N/A,N/A,N/A,N/A
St Cuthbert's Catholic Primary School - Out of School Club,N/A,"St Cuthbert's Catholic Primary School's breakfast and after school club is for children who attend the school, for full information please contact us via the details below.  Ofsted Report","St. Cuthbert's Catholic Primary School, Thorburn Road, Pemberton, Wigan, WN5 9LW, 01942 222721",N/A,N/A,N/A
St Cuthbert's Early Years Centre,N/A,"Our Baby Room caters for 6 children aged 0-2 years, Toddler Room caters for 15 children aged 2-3 years and the Pre-school Room caters for 48 children aged 3-4 years. At St Cuthbert’s Early Years Centre, we provide a home-from-home, caring and stimulating environment. All practitioners are…","Thorburn Road, Pemberton, WIGAN, Lancashire, WN5 9LW, 01942 222 721, 01942 776 628",N/A,N/A,N/A
St John's Street Playing Fields,N/A,"We are developing the facility in Abram, Wigan to provide a modern community facility that will benefit the Borough of Wigan and beyond...","St John's Street, Abram, Wigan, Lancashire, WN2 5RH",N/A,N/A,N/A
St Thomas Church Ashton,N/A,Please visit their website provided and take a look at the Young Peoples activities taking place at St Thomas Church.,"18, Warrington Road, Ashton-in-makerfield, Wigan, WN4 9PL",N/A,N/A,N/A
St Thomas Parent and Toddler Group - Bedford & Higher Folds (term time only),Wednesday's 9:30-11:00 & Thursday's 9:30-11:00am,Fun filled activity. Please phone 01942 777705 for more information,"Kenwood Avenue, Leigh, WN7 2LN",N/A,N/A,N/A
"St Thomas', St Luke's and community Litter Pick",10am on third Saturday of each month,We meet together once a month on the third Saturday at 10am on St Thomas' church hall car park at 10am. We make our way from there to nearby areas and spend approximately two hours collecting rubbish which is later picked up by the council.…,"St Thomas' church hall car park, Warrington Road, Ashton-in-Makerfield, Wigan, Lancashire, WN4 9PL",N/A,N/A,N/A
St. Matthew's Bowling Club,Open Mon - Sun 9.00am - dusk,Community bowling club based at Highfield Hall CIC,"Highfield Community Hall CIC, Billinge Road, Highfield, Wigan, WN3 6BL",N/A,N/A,N/A
Standish Community Centre,N/A,At the Standish Community Centre which is on Moody Street in Standish there is something for everyone! Come and join in our many activities. A very warm welcome is offered to all. Please visit are Facebook page below for more information.,"Moody Street, Standish, WIGAN, WN6 0JY",N/A,N/A,N/A
Stay and Play - Westleigh (Term Time),Friday's 1.15-2.15pm,"A different range of activities, theme based will be offered every week to support children’s development and school readiness. Friday's 1.15-2.15pm 0-5 years Booking Required Please phone 01942 777705 for more information or to book.","Westleigh Start Well Family Centre, Westleigh Lane, Leigh, Leigh, WN7 5NJ",N/A,N/A,N/A
The Storehouse Project,Open Monday to Friday 9:00 till 1:00,"The Storehouse Project is a registered chairity not in its 12th year. At the heart of the Storehouse is our Christian values and this underpins all the work we carry out. We currently provide furniture, food, toiletires and clothing to those most in need in…","31 Crank Road, Billinge, Wigan, Wigan, WN5 7DT, 07816623612",N/A,N/A,N/A
Story Time - Golborne (Term Time),Friday's 12.45-1.45pm,Friday's 12.45-1.45pm 0-5 years Drop In,"Westleigh Start Well Family Centre, Tanners Lane, Leigh, Leigh, WA3 3QW",N/A,N/A,N/A
Story Time - Leigh (Term Time Only),Tuesday 9:30am-10:30am,"Stories, Singing & Crafts for children 0-5 years Drop In no need to book","Market Street, Leigh, WN7 1EB, 01942 777705",N/A,N/A,N/A
Stubshaw Cross Community & Sports Club,N/A,"Varies activities and events at Stubshaw Cross Community & Sports Club, please visit their Facebook page for information and contact details","Stubshaw Cross Labour Club, Walter Street, Ashton-in-makerfield, Wigan, WN4 8TP",N/A,N/A,N/A
Thrive (HINDLEY) CIC,Monday to Friday (9am - 4pm),"THRIVE CIC specialise in providing an alternative quality service, offering opportunities for people aged 16 plus with support needs, enhancing life skills and strengthening quality of life through positive thinking and creative activities. We provide a variety of onsite sessions and workshops across Thrive's two…","office 2, Platt Lane, Hindley, Wigan, Greater Manchester, WN2 3PA",N/A,N/A,N/A
WHAG,Monday - Friday,"WHAG is a domestic abuse charity set up in 1981 with services all across the North West providing housing and domestic abuse services. Our charitable aims are to work with women who are homeless or whose housing situation is not secure, and to work with…",N/A,N/A,N/A,N/A
Wigan and Leigh Community Charity,Monday to Friday,"We provide support, including: - Accommodation - This is via our 2 main hubs at Platt Bridge Community Zone (Abram Ward) and Tudor House (Hindley) - Community Organising training - Education - We support the provision of Social Enterprise education to both Primary Schools and…","81 Platt Bridge Community Zone, Embrace Wigan And Leigh Ribble Road, Ribble Road, Platt Bridge, Wigan, Wigan, Greater Manchester, WN2 5EG",N/A,N/A,N/A
Wigan and St Helens Sailing Club,N/A,"We are a family-friendly sailing club based on Scotsman’s Flash off Poolstock Road in Wigan, offering a wide range of sailing opportunities. We are a recognised training centre, running the Royal Yachting Association’ Level Two certificate in dinghy sailing. This is held in the evenings…",N/A,N/A,N/A,N/A
Wigan Cosmos Football Club,N/A,"Wigan Cosmos Football Club is a well-established not for profit sports & local community Football Club and a trusted partner of Wigan Council and the Lancashire FA we have not only attained the FA Charter Standard in 2006 but also maintained each year thereafter, showing…","St John's Street, Abram, Wigan, Lancashire, WN2 5RH",N/A,N/A,N/A
Wigan Flashes Conservation and Community Group,N/A,Wigan Flashes Nature Reserve is part of  the Flashes of Wigan and Leigh National Nature Reserve.  Our group works closely with Lancashire Wildlife Trust to help maintain and improve Wigan Flashes Nature Reserve for both wildlife and the public. We help with events to promote…,"Welham Road, WN3 5PA",N/A,N/A,N/A
Wigan Parent Carer Forum,Every Tuesday during Term Time,"We are passionate parents/carers of children with special needs and /or disabilities in Wigan working to ensure Education, Health and Social Care will be delivered in a way that reflects the views of parent/carers and young people, with the hope that children and young people…","Ashland House, Manchester Road, Ince, Wigan, Greater Manchester, WN2 2DX",N/A,N/A,N/A
Wigan St Judes ARLFC,N/A,Wigan St Judes was formed in 1980 to provide a much needed sporting facility in the Worsley Mesnes and Poolstock area of Wigan. It began with 20 children and now has over 300 players from age 7 through to adults both men and women. On…,"Keats Avenue, Parsons Meadow, Poolstock, Wigan, WN3 5UB",N/A,N/A,N/A
The Yellow Door Community Library,Tuesday-Friday 9:30am - 12:00pm and the last Saturday morning of each month.,"We provide a bright, warm and welcoming space where children of all ages and their families can come and read and borrow books completely free of charge. We also have a range of toys, games and puzzles as well as dressing up outfits, and have…","Clifton Street Community Centre, Clifton Street, Worsley Mesnes, Wigan, WN3 5HN",N/A,N/A,N/A
